id,n_samples,sample,item,response
4002,1,1,items_3,"Positive majority contact was measured as the average score of three items referring to positive contact experiences in the form of friendship and voluntary contact, for example, ‘How many of your friends have a Belgian background’ (1 – some to 5 – almost all or all) and ‘How often do you spend time during your school break with peers with a Belgian background?’ ‘How often do you spend time in the neighbourhood where you live with peers with a Belgian background?’ (1 – never to 5 – every day ) (CILS4EU, 2016), α = .75, M  = 2.83, SD  = 1.23."
4002,1,1,items_4,NA
4002,1,1,items_5,NA
4002,1,1,items_6,NA
4002,1,1,items_7,NA
4002,1,1,items_8,"Experiences of discrimination were measured with one item: ‘How often are you discriminated against, treated unfairly or with hostility at school?’ (CILS4EU, 2016). Answers were given on a 4‐point scale, from (after recoding) 1 (never ) to 4 (almost always ), M  = 1.32, SD  = 0.66. As distinct from individual experiences of discrimination, we assessed collective discrimination experiences by aggregating (averaging) individual ratings over all Turkish and Moroccan minority students (based on their parentage) within each classroom."
4002,1,1,items_9,NA
4002,1,1,n,1251
4002,1,1,outgroup,Belgians
4002,1,1,r_1_1,NA
4002,1,1,r_1_10,NA
4002,1,1,r_1_11,NA
4002,1,1,r_1_12,NA
4002,1,1,r_1_13,NA
4002,1,1,r_1_14,NA
4002,1,1,r_1_15,NA
4002,1,1,r_1_16,NA
4002,1,1,r_1_18,NA
4002,1,1,r_1_19,NA
4002,1,1,r_1_2,NA
4002,1,1,r_1_3,NA
4002,1,1,r_1_4,NA
4002,1,1,r_1_5,NA
4002,1,1,r_1_6,NA
4002,1,1,r_1_7,NA
4002,1,1,r_1_8,NA
4002,1,1,r_1_9,NA
4002,1,1,r_10_1,NA
4002,1,1,r_10_10,NA
4002,1,1,r_10_11,NA
4002,1,1,r_10_12,NA
4002,1,1,r_10_13,NA
4002,1,1,r_10_14,NA
4002,1,1,r_10_15,NA
4002,1,1,r_10_16,NA
4002,1,1,r_10_18,NA
4002,1,1,r_10_19,NA
4002,1,1,r_10_2,NA
4002,1,1,r_10_3,NA
4002,1,1,r_10_4,NA
4002,1,1,r_10_5,NA
4002,1,1,r_10_6,NA
4002,1,1,r_10_7,NA
4002,1,1,r_10_8,NA
4002,1,1,r_10_9,NA
4002,1,1,r_11_1,NA
4002,1,1,r_11_10,NA
4002,1,1,r_11_11,NA
4002,1,1,r_11_12,NA
4002,1,1,r_11_13,NA
4002,1,1,r_11_14,NA
4002,1,1,r_11_15,NA
4002,1,1,r_11_16,NA
4002,1,1,r_11_18,NA
4002,1,1,r_11_19,NA
4002,1,1,r_11_2,NA
4002,1,1,r_11_3,NA
4002,1,1,r_11_4,NA
4002,1,1,r_11_5,NA
4002,1,1,r_11_6,NA
4002,1,1,r_11_7,NA
4002,1,1,r_11_8,NA
4002,1,1,r_11_9,NA
4002,1,1,r_12_1,NA
4002,1,1,r_12_10,NA
4002,1,1,r_12_11,NA
4002,1,1,r_12_12,NA
4002,1,1,r_12_13,NA
4002,1,1,r_12_14,NA
4002,1,1,r_12_15,NA
4002,1,1,r_12_16,NA
4002,1,1,r_12_18,NA
4002,1,1,r_12_19,NA
4002,1,1,r_12_2,NA
4002,1,1,r_12_3,NA
4002,1,1,r_12_4,NA
4002,1,1,r_12_5,NA
4002,1,1,r_12_6,NA
4002,1,1,r_12_7,NA
4002,1,1,r_12_8,NA
4002,1,1,r_12_9,NA
4002,1,1,r_13_1,NA
4002,1,1,r_13_10,NA
4002,1,1,r_13_11,NA
4002,1,1,r_13_12,NA
4002,1,1,r_13_13,NA
4002,1,1,r_13_14,NA
4002,1,1,r_13_15,NA
4002,1,1,r_13_16,NA
4002,1,1,r_13_18,NA
4002,1,1,r_13_19,NA
4002,1,1,r_13_2,NA
4002,1,1,r_13_3,NA
4002,1,1,r_13_4,NA
4002,1,1,r_13_5,NA
4002,1,1,r_13_6,NA
4002,1,1,r_13_7,NA
4002,1,1,r_13_8,NA
4002,1,1,r_13_9,NA
4002,1,1,r_14_1,NA
4002,1,1,r_14_10,NA
4002,1,1,r_14_11,NA
4002,1,1,r_14_12,NA
4002,1,1,r_14_13,NA
4002,1,1,r_14_14,NA
4002,1,1,r_14_15,NA
4002,1,1,r_14_16,NA
4002,1,1,r_14_18,NA
4002,1,1,r_14_19,NA
4002,1,1,r_14_2,NA
4002,1,1,r_14_3,NA
4002,1,1,r_14_4,NA
4002,1,1,r_14_5,NA
4002,1,1,r_14_6,NA
4002,1,1,r_14_7,NA
4002,1,1,r_14_8,NA
4002,1,1,r_14_9,NA
4002,1,1,r_15_1,NA
4002,1,1,r_15_10,NA
4002,1,1,r_15_11,NA
4002,1,1,r_15_12,NA
4002,1,1,r_15_13,NA
4002,1,1,r_15_14,NA
4002,1,1,r_15_15,1
4002,1,1,r_15_16,-0.08
4002,1,1,r_15_18,NA
4002,1,1,r_15_19,NA
4002,1,1,r_15_2,NA
4002,1,1,r_15_3,NA
4002,1,1,r_15_4,NA
4002,1,1,r_15_5,NA
4002,1,1,r_15_6,NA
4002,1,1,r_15_7,NA
4002,1,1,r_15_8,NA
4002,1,1,r_15_9,NA
4002,1,1,r_16_1,NA
4002,1,1,r_16_10,NA
4002,1,1,r_16_11,NA
4002,1,1,r_16_12,NA
4002,1,1,r_16_13,NA
4002,1,1,r_16_14,NA
4002,1,1,r_16_15,NA
4002,1,1,r_16_16,1
4002,1,1,r_16_18,NA
4002,1,1,r_16_19,NA
4002,1,1,r_16_2,NA
4002,1,1,r_16_3,NA
4002,1,1,r_16_4,NA
4002,1,1,r_16_5,NA
4002,1,1,r_16_6,NA
4002,1,1,r_16_7,NA
4002,1,1,r_16_8,NA
4002,1,1,r_16_9,NA
4002,1,1,r_18_1,NA
4002,1,1,r_18_10,NA
4002,1,1,r_18_11,NA
4002,1,1,r_18_12,NA
4002,1,1,r_18_13,NA
4002,1,1,r_18_14,NA
4002,1,1,r_18_15,NA
4002,1,1,r_18_16,NA
4002,1,1,r_18_18,NA
4002,1,1,r_18_19,NA
4002,1,1,r_18_2,NA
4002,1,1,r_18_3,NA
4002,1,1,r_18_4,NA
4002,1,1,r_18_5,NA
4002,1,1,r_18_6,NA
4002,1,1,r_18_7,NA
4002,1,1,r_18_8,NA
4002,1,1,r_18_9,NA
4002,1,1,r_19_1,NA
4002,1,1,r_19_10,NA
4002,1,1,r_19_11,NA
4002,1,1,r_19_12,NA
4002,1,1,r_19_13,NA
4002,1,1,r_19_14,NA
4002,1,1,r_19_15,NA
4002,1,1,r_19_16,NA
4002,1,1,r_19_18,NA
4002,1,1,r_19_19,NA
4002,1,1,r_19_2,NA
4002,1,1,r_19_3,NA
4002,1,1,r_19_4,NA
4002,1,1,r_19_5,NA
4002,1,1,r_19_6,NA
4002,1,1,r_19_7,NA
4002,1,1,r_19_8,NA
4002,1,1,r_19_9,NA
4002,1,1,r_2_1,NA
4002,1,1,r_2_10,NA
4002,1,1,r_2_11,NA
4002,1,1,r_2_12,NA
4002,1,1,r_2_13,NA
4002,1,1,r_2_14,NA
4002,1,1,r_2_15,NA
4002,1,1,r_2_16,NA
4002,1,1,r_2_18,NA
4002,1,1,r_2_19,NA
4002,1,1,r_2_2,NA
4002,1,1,r_2_3,NA
4002,1,1,r_2_4,NA
4002,1,1,r_2_5,NA
4002,1,1,r_2_6,NA
4002,1,1,r_2_7,NA
4002,1,1,r_2_8,NA
4002,1,1,r_2_9,NA
4002,1,1,r_3_1,NA
4002,1,1,r_3_10,NA
4002,1,1,r_3_11,NA
4002,1,1,r_3_12,NA
4002,1,1,r_3_13,NA
4002,1,1,r_3_14,NA
4002,1,1,r_3_15,-0.13
4002,1,1,r_3_16,0.34
4002,1,1,r_3_18,NA
4002,1,1,r_3_19,NA
4002,1,1,r_3_2,NA
4002,1,1,r_3_3,1
4002,1,1,r_3_4,NA
4002,1,1,r_3_5,NA
4002,1,1,r_3_6,NA
4002,1,1,r_3_7,NA
4002,1,1,r_3_8,0.05
4002,1,1,r_3_9,NA
4002,1,1,r_4_1,NA
4002,1,1,r_4_10,NA
4002,1,1,r_4_11,NA
4002,1,1,r_4_12,NA
4002,1,1,r_4_13,NA
4002,1,1,r_4_14,NA
4002,1,1,r_4_15,NA
4002,1,1,r_4_16,NA
4002,1,1,r_4_18,NA
4002,1,1,r_4_19,NA
4002,1,1,r_4_2,NA
4002,1,1,r_4_3,NA
4002,1,1,r_4_4,NA
4002,1,1,r_4_5,NA
4002,1,1,r_4_6,NA
4002,1,1,r_4_7,NA
4002,1,1,r_4_8,NA
4002,1,1,r_4_9,NA
4002,1,1,r_5_1,NA
4002,1,1,r_5_10,NA
4002,1,1,r_5_11,NA
4002,1,1,r_5_12,NA
4002,1,1,r_5_13,NA
4002,1,1,r_5_14,NA
4002,1,1,r_5_15,NA
4002,1,1,r_5_16,NA
4002,1,1,r_5_18,NA
4002,1,1,r_5_19,NA
4002,1,1,r_5_2,NA
4002,1,1,r_5_3,NA
4002,1,1,r_5_4,NA
4002,1,1,r_5_5,NA
4002,1,1,r_5_6,NA
4002,1,1,r_5_7,NA
4002,1,1,r_5_8,NA
4002,1,1,r_5_9,NA
4002,1,1,r_6_1,NA
4002,1,1,r_6_10,NA
4002,1,1,r_6_11,NA
4002,1,1,r_6_12,NA
4002,1,1,r_6_13,NA
4002,1,1,r_6_14,NA
4002,1,1,r_6_15,NA
4002,1,1,r_6_16,NA
4002,1,1,r_6_18,NA
4002,1,1,r_6_19,NA
4002,1,1,r_6_2,NA
4002,1,1,r_6_3,NA
4002,1,1,r_6_4,NA
4002,1,1,r_6_5,NA
4002,1,1,r_6_6,NA
4002,1,1,r_6_7,NA
4002,1,1,r_6_8,NA
4002,1,1,r_6_9,NA
4002,1,1,r_7_1,NA
4002,1,1,r_7_10,NA
4002,1,1,r_7_11,NA
4002,1,1,r_7_12,NA
4002,1,1,r_7_13,NA
4002,1,1,r_7_14,NA
4002,1,1,r_7_15,NA
4002,1,1,r_7_16,NA
4002,1,1,r_7_18,NA
4002,1,1,r_7_19,NA
4002,1,1,r_7_2,NA
4002,1,1,r_7_3,NA
4002,1,1,r_7_4,NA
4002,1,1,r_7_5,NA
4002,1,1,r_7_6,NA
4002,1,1,r_7_7,NA
4002,1,1,r_7_8,NA
4002,1,1,r_7_9,NA
4002,1,1,r_8_1,NA
4002,1,1,r_8_10,NA
4002,1,1,r_8_11,NA
4002,1,1,r_8_12,NA
4002,1,1,r_8_13,NA
4002,1,1,r_8_14,NA
4002,1,1,r_8_15,0.02
4002,1,1,r_8_16,-0.14
4002,1,1,r_8_18,NA
4002,1,1,r_8_19,NA
4002,1,1,r_8_2,NA
4002,1,1,r_8_3,NA
4002,1,1,r_8_4,NA
4002,1,1,r_8_5,NA
4002,1,1,r_8_6,NA
4002,1,1,r_8_7,NA
4002,1,1,r_8_8,1
4002,1,1,r_8_9,NA
4002,1,1,r_9_1,NA
4002,1,1,r_9_10,NA
4002,1,1,r_9_11,NA
4002,1,1,r_9_12,NA
4002,1,1,r_9_13,NA
4002,1,1,r_9_14,NA
4002,1,1,r_9_15,NA
4002,1,1,r_9_16,NA
4002,1,1,r_9_18,NA
4002,1,1,r_9_19,NA
4002,1,1,r_9_2,NA
4002,1,1,r_9_3,NA
4002,1,1,r_9_4,NA
4002,1,1,r_9_5,NA
4002,1,1,r_9_6,NA
4002,1,1,r_9_7,NA
4002,1,1,r_9_8,NA
4002,1,1,r_9_9,NA
4002,1,1,study_design,1
4002,1,1,study_design_text,NA
4002,1,1,study_intention,0
4002,1,1,study_sample,3
4002,1,1,study_sample_text,NA
4002,1,1,var_18_text,NA
4002,1,1,var_19_text,NA
4002,1,1,variables,"3,8,15,16"
4003,1,1,age_adolescents,0
4003,1,1,age_adults,1
4003,1,1,age_children,0
4003,1,1,country,241
4003,1,1,ingroup,Black Americans
4003,1,1,items_1,NA
4003,1,1,items_10,NA
4003,1,1,items_11,NA
4003,1,1,items_12,"Racial profiling / Participants completed four items assessing their beliefs regarding whether the victim had been racially profiled during the incident (e.g., “[Victim] was targeted by police because of his race,” on a scale from 1 (strongly disagree) to 7 (strongly agree); αs &gt; .86 for Black Americans about each case; αs &gt; .92 for White Americans)."
4003,1,1,items_13,NA
4003,1,1,items_14,NA
4003,1,1,items_15,NA
4003,1,1,items_16,"Attitudes toward the outgroup was measured with nine items from the Blatant Prejudice Scale (Pettigrew & Meertens, 1995; e.g., “[Black/White] Americans have jobs that [White/Black] Americans should have”), with a response scale from 1 (strongly disagree) to 7 (strongly agree). These items were adapted for Black American participants to respond in relation to White Americans (α = .75) and for White American participants to respond in relation to Black Americans (α = .87). [Reversed for meta-analysis]"
4003,1,1,items_18,NA
4003,1,1,items_19,NA
4003,1,1,items_2,NA
4003,1,1,items_3,"Participants completed five items assessing how frequently, overall, they had experienced positive (positive/pleasant/good/friendly/enjoyable ) contact with the outgroup ..., on a scale from 1 (never ) to 7 (very frequently ). White American participants reported on their contact with Black Americans, and Black American participants reported on their contact with White Americans. All scales showed high reliability (αs &gt; .93)."
4003,1,1,items_4,"Participants completed ... five items assessing how frequently they had experienced negative (negative/unpleasant/bad/unfriendly/unenjoyable ) contact with the outgroup, on a scale from 1 (never ) to 7 (very frequently ). White American participants reported on their contact with Black Americans, and Black American participants reported on their contact with White Americans. All scales showed high reliability (αs &gt; .93)."
4003,1,1,items_5,NA
4003,1,1,items_6,NA
4003,1,1,items_7,NA
4003,1,1,items_8,NA
4003,1,1,items_9,NA
4003,1,1,n,116
4003,1,1,outgroup,White Americans
4003,1,1,r_1_1,NA
4003,1,1,r_1_10,NA
4003,1,1,r_1_11,NA
4003,1,1,r_1_12,NA
4003,1,1,r_1_13,NA
4003,1,1,r_1_14,NA
4003,1,1,r_1_15,NA
4003,1,1,r_1_16,NA
4003,1,1,r_1_18,NA
4003,1,1,r_1_19,NA
4003,1,1,r_1_2,NA
4003,1,1,r_1_3,NA
4003,1,1,r_1_4,NA
4003,1,1,r_1_5,NA
4003,1,1,r_1_6,NA
4003,1,1,r_1_7,NA
4003,1,1,r_1_8,NA
4003,1,1,r_1_9,NA
4003,1,1,r_10_1,NA
4003,1,1,r_10_10,NA
4003,1,1,r_10_11,NA
4003,1,1,r_10_12,NA
4003,1,1,r_10_13,NA
4003,1,1,r_10_14,NA
4003,1,1,r_10_15,NA
4003,1,1,r_10_16,NA
4003,1,1,r_10_18,NA
4003,1,1,r_10_19,NA
4003,1,1,r_10_2,NA
4003,1,1,r_10_3,NA
4003,1,1,r_10_4,NA
4003,1,1,r_10_5,NA
4003,1,1,r_10_6,NA
4003,1,1,r_10_7,NA
4003,1,1,r_10_8,NA
4003,1,1,r_10_9,NA
4003,1,1,r_11_1,NA
4003,1,1,r_11_10,NA
4003,1,1,r_11_11,NA
4003,1,1,r_11_12,NA
4003,1,1,r_11_13,NA
4003,1,1,r_11_14,NA
4003,1,1,r_11_15,NA
4003,1,1,r_11_16,NA
4003,1,1,r_11_18,NA
4003,1,1,r_11_19,NA
4003,1,1,r_11_2,NA
4003,1,1,r_11_3,NA
4003,1,1,r_11_4,NA
4003,1,1,r_11_5,NA
4003,1,1,r_11_6,NA
4003,1,1,r_11_7,NA
4003,1,1,r_11_8,NA
4003,1,1,r_11_9,NA
4003,1,1,r_12_1,NA
4003,1,1,r_12_10,NA
4003,1,1,r_12_11,NA
4003,1,1,r_12_12,1
4003,1,1,r_12_13,NA
4003,1,1,r_12_14,NA
4003,1,1,r_12_15,NA
4003,1,1,r_12_16,-0.37
4003,1,1,r_12_18,NA
4003,1,1,r_12_19,NA
4003,1,1,r_12_2,NA
4003,1,1,r_12_3,NA
4003,1,1,r_12_4,NA
4003,1,1,r_12_5,NA
4003,1,1,r_12_6,NA
4003,1,1,r_12_7,NA
4003,1,1,r_12_8,NA
4003,1,1,r_12_9,NA
4003,1,1,r_13_1,NA
4003,1,1,r_13_10,NA
4003,1,1,r_13_11,NA
4003,1,1,r_13_12,NA
4003,1,1,r_13_13,NA
4003,1,1,r_13_14,NA
4003,1,1,r_13_15,NA
4003,1,1,r_13_16,NA
4003,1,1,r_13_18,NA
4003,1,1,r_13_19,NA
4003,1,1,r_13_2,NA
4003,1,1,r_13_3,NA
4003,1,1,r_13_4,NA
4003,1,1,r_13_5,NA
4003,1,1,r_13_6,NA
4003,1,1,r_13_7,NA
4003,1,1,r_13_8,NA
4003,1,1,r_13_9,NA
4003,1,1,r_14_1,NA
4003,1,1,r_14_10,NA
4003,1,1,r_14_11,NA
4003,1,1,r_14_12,NA
4003,1,1,r_14_13,NA
4003,1,1,r_14_14,NA
4003,1,1,r_14_15,NA
4003,1,1,r_14_16,NA
4003,1,1,r_14_18,NA
4003,1,1,r_14_19,NA
4003,1,1,r_14_2,NA
4003,1,1,r_14_3,NA
4003,1,1,r_14_4,NA
4003,1,1,r_14_5,NA
4003,1,1,r_14_6,NA
4003,1,1,r_14_7,NA
4003,1,1,r_14_8,NA
4003,1,1,r_14_9,NA
4003,1,1,r_15_1,NA
4003,1,1,r_15_10,NA
4003,1,1,r_15_11,NA
4003,1,1,r_15_12,NA
4003,1,1,r_15_13,NA
4003,1,1,r_15_14,NA
4003,1,1,r_15_15,NA
4003,1,1,r_15_16,NA
4003,1,1,r_15_18,NA
4003,1,1,r_15_19,NA
4003,1,1,r_15_2,NA
4003,1,1,r_15_3,NA
4003,1,1,r_15_4,NA
4003,1,1,r_15_5,NA
4003,1,1,r_15_6,NA
4003,1,1,r_15_7,NA
4003,1,1,r_15_8,NA
4003,1,1,r_15_9,NA
4003,1,1,r_16_1,NA
4003,1,1,r_16_10,NA
4003,1,1,r_16_11,NA
4003,1,1,r_16_12,NA
4003,1,1,r_16_13,NA
4003,1,1,r_16_14,NA
4003,1,1,r_16_15,NA
4003,1,1,r_16_16,1
4003,1,1,r_16_18,NA
4003,1,1,r_16_19,NA
4003,1,1,r_16_2,NA
4003,1,1,r_16_3,NA
4003,1,1,r_16_4,NA
4003,1,1,r_16_5,NA
4003,1,1,r_16_6,NA
4003,1,1,r_16_7,NA
4003,1,1,r_16_8,NA
4003,1,1,r_16_9,NA
4003,1,1,r_18_1,NA
4003,1,1,r_18_10,NA
4003,1,1,r_18_11,NA
4003,1,1,r_18_12,NA
4003,1,1,r_18_13,NA
4003,1,1,r_18_14,NA
4003,1,1,r_18_15,NA
4003,1,1,r_18_16,NA
4003,1,1,r_18_18,NA
4003,1,1,r_18_19,NA
4003,1,1,r_18_2,NA
4003,1,1,r_18_3,NA
4003,1,1,r_18_4,NA
4003,1,1,r_18_5,NA
4003,1,1,r_18_6,NA
4003,1,1,r_18_7,NA
4003,1,1,r_18_8,NA
4003,1,1,r_18_9,NA
4003,1,1,r_19_1,NA
4003,1,1,r_19_10,NA
4003,1,1,r_19_11,NA
4003,1,1,r_19_12,NA
4003,1,1,r_19_13,NA
4003,1,1,r_19_14,NA
4003,1,1,r_19_15,NA
4003,1,1,r_19_16,NA
4003,1,1,r_19_18,NA
4003,1,1,r_19_19,NA
4003,1,1,r_19_2,NA
4003,1,1,r_19_3,NA
4003,1,1,r_19_4,NA
4003,1,1,r_19_5,NA
4003,1,1,r_19_6,NA
4003,1,1,r_19_7,NA
4003,1,1,r_19_8,NA
4003,1,1,r_19_9,NA
4003,1,1,r_2_1,NA
4003,1,1,r_2_10,NA
4003,1,1,r_2_11,NA
4003,1,1,r_2_12,NA
4003,1,1,r_2_13,NA
4003,1,1,r_2_14,NA
4003,1,1,r_2_15,NA
4003,1,1,r_2_16,NA
4003,1,1,r_2_18,NA
4003,1,1,r_2_19,NA
4003,1,1,r_2_2,NA
4003,1,1,r_2_3,NA
4003,1,1,r_2_4,NA
4003,1,1,r_2_5,NA
4003,1,1,r_2_6,NA
4003,1,1,r_2_7,NA
4003,1,1,r_2_8,NA
4003,1,1,r_2_9,NA
4003,1,1,r_3_1,NA
4003,1,1,r_3_10,NA
4003,1,1,r_3_11,NA
4003,1,1,r_3_12,-0.33
4003,1,1,r_3_13,NA
4003,1,1,r_3_14,NA
4003,1,1,r_3_15,NA
4003,1,1,r_3_16,0.54
4003,1,1,r_3_18,NA
4003,1,1,r_3_19,NA
4003,1,1,r_3_2,NA
4003,1,1,r_3_3,1
4003,1,1,r_3_4,-0.44
4003,1,1,r_3_5,NA
4003,1,1,r_3_6,NA
4003,1,1,r_3_7,NA
4003,1,1,r_3_8,NA
4003,1,1,r_3_9,NA
4003,1,1,r_4_1,NA
4003,1,1,r_4_10,NA
4003,1,1,r_4_11,NA
4003,1,1,r_4_12,0.16
4003,1,1,r_4_13,NA
4003,1,1,r_4_14,NA
4003,1,1,r_4_15,NA
4003,1,1,r_4_16,-0.39
4003,1,1,r_4_18,NA
4003,1,1,r_4_19,NA
4003,1,1,r_4_2,NA
4003,1,1,r_4_3,NA
4003,1,1,r_4_4,1
4003,1,1,r_4_5,NA
4003,1,1,r_4_6,NA
4003,1,1,r_4_7,NA
4003,1,1,r_4_8,NA
4003,1,1,r_4_9,NA
4003,1,1,r_5_1,NA
4003,1,1,r_5_10,NA
4003,1,1,r_5_11,NA
4003,1,1,r_5_12,NA
4003,1,1,r_5_13,NA
4003,1,1,r_5_14,NA
4003,1,1,r_5_15,NA
4003,1,1,r_5_16,NA
4003,1,1,r_5_18,NA
4003,1,1,r_5_19,NA
4003,1,1,r_5_2,NA
4003,1,1,r_5_3,NA
4003,1,1,r_5_4,NA
4003,1,1,r_5_5,NA
4003,1,1,r_5_6,NA
4003,1,1,r_5_7,NA
4003,1,1,r_5_8,NA
4003,1,1,r_5_9,NA
4003,1,1,r_6_1,NA
4003,1,1,r_6_10,NA
4003,1,1,r_6_11,NA
4003,1,1,r_6_12,NA
4003,1,1,r_6_13,NA
4003,1,1,r_6_14,NA
4003,1,1,r_6_15,NA
4003,1,1,r_6_16,NA
4003,1,1,r_6_18,NA
4003,1,1,r_6_19,NA
4003,1,1,r_6_2,NA
4003,1,1,r_6_3,NA
4003,1,1,r_6_4,NA
4003,1,1,r_6_5,NA
4003,1,1,r_6_6,NA
4003,1,1,r_6_7,NA
4003,1,1,r_6_8,NA
4003,1,1,r_6_9,NA
4003,1,1,r_7_1,NA
4003,1,1,r_7_10,NA
4003,1,1,r_7_11,NA
4003,1,1,r_7_12,NA
4003,1,1,r_7_13,NA
4003,1,1,r_7_14,NA
4003,1,1,r_7_15,NA
4003,1,1,r_7_16,NA
4003,1,1,r_7_18,NA
4003,1,1,r_7_19,NA
4003,1,1,r_7_2,NA
4003,1,1,r_7_3,NA
4003,1,1,r_7_4,NA
4003,1,1,r_7_5,NA
4003,1,1,r_7_6,NA
4003,1,1,r_7_7,NA
4003,1,1,r_7_8,NA
4003,1,1,r_7_9,NA
4003,1,1,r_8_1,NA
4003,1,1,r_8_10,NA
4003,1,1,r_8_11,NA
4003,1,1,r_8_12,NA
4003,1,1,r_8_13,NA
4003,1,1,r_8_14,NA
4003,1,1,r_8_15,NA
4003,1,1,r_8_16,NA
4003,1,1,r_8_18,NA
4003,1,1,r_8_19,NA
4003,1,1,r_8_2,NA
4003,1,1,r_8_3,NA
4003,1,1,r_8_4,NA
4003,1,1,r_8_5,NA
4003,1,1,r_8_6,NA
4003,1,1,r_8_7,NA
4003,1,1,r_8_8,NA
4003,1,1,r_8_9,NA
4003,1,1,r_9_1,NA
4003,1,1,r_9_10,NA
4003,1,1,r_9_11,NA
4003,1,1,r_9_12,NA
4003,1,1,r_9_13,NA
4003,1,1,r_9_14,NA
4003,1,1,r_9_15,NA
4003,1,1,r_9_16,NA
4003,1,1,r_9_18,NA
4003,1,1,r_9_19,NA
4003,1,1,r_9_2,NA
4003,1,1,r_9_3,NA
4003,1,1,r_9_4,NA
4003,1,1,r_9_5,NA
4003,1,1,r_9_6,NA
4003,1,1,r_9_7,NA
4003,1,1,r_9_8,NA
4003,1,1,r_9_9,NA
4003,1,1,study_design,1
4003,1,1,study_design_text,NA
4003,1,1,study_intention,1
4003,1,1,study_sample,2
4003,1,1,study_sample_text,NA
4003,1,1,var_18_text,NA
4003,1,1,var_19_text,NA
4003,1,1,variables,"3,4,12,16"
4004,1,1,age_adolescents,1
4004,1,1,age_adults,1
4004,1,1,age_children,0
4004,1,1,country,35
4004,1,1,ingroup,Roma
4004,1,1,items_1,NA
4004,1,1,items_10,NA
4004,1,1,items_11,NA
4004,1,1,items_12,NA
4004,1,1,items_13,NA
4004,1,1,items_14,"We assessed ethnic activism with four items (α = 0.85; see collective action scale of Mähönen and Jasinskaja-Lahti, 2015) addressing the willingness to improve the position of Roma in Bulgaria by different political contributions (vote for a candidate defending Roma’s rights; defending the rights of Roma in public debate; defending the rights of Roma in situations where you notice discrimination; taking part in cultural events organized by Roma).3 The five-point scale ranged from 1 (No, not at all) to 5 (Yes, very much)."
4004,1,1,items_15,"Ethnic and national identification were measured with three parallel items (“Do you often think of yourself as a member of the Bulgarian nation/Roma?” “Is being part of the Bulgarian nation/Roma important to you?” “Do you feel close to other members of the Bulgarian nation/Roma?,” e.g., Sidanius et al., 1997). The scale ranged from 1 (No, not at all) to 5 (Yes, very much). Both identification scales reached good or adequate reliability (for national identification α = 0.84, for ethnic identification α = 0.69). Both high level of ethnic and national identification were reported in the sample though ethnic identification was significantly higher than national identification, t(319) = −6.77, p &lt; 0.001. The two identification indices were moderately correlated."
4004,1,1,items_16,NA
4004,1,1,items_18,NA
4004,1,1,items_19,NA
4004,1,1,items_2,NA
4004,1,1,items_3,NA
4004,1,1,items_4,NA
4004,1,1,items_5,NA
4004,1,1,items_6,NA
