id,coder,run,answer
736,Coder 1,Screening,3
737,Coder 1,Screening,3
738,Coder 1,Screening,3
739,Coder 1,Screening,3
740,Coder 1,Trial 3,3
740,Coder 2,Trial 3,3
741,Coder 1,Screening,3
742,Coder 2,Screening,3
743,Coder 1,Screening,3
744,Coder 2,Screening,3
745,Coder 2,Screening,3
746,Coder 2,Screening,3
747,Coder 1,Screening,3
748,Coder 2,Screening,3
749,Coder 2,Screening,3
750,Coder 2,Screening,3
751,Coder 1,Screening,3
752,Coder 1,Screening,3
753,Coder 2,Screening,3
754,Coder 1,Screening,3
755,Coder 1,Screening,3
756,Coder 2,Screening,3
757,Coder 2,Screening,3
758,Coder 1,Trial 1,3
758,Coder 2,Trial 1,3
759,Coder 2,Screening,3
760,Coder 2,Screening,3
761,Coder 2,Screening,3
762,Coder 2,Screening,3
763,Coder 1,Screening,2
764,Coder 2,Screening,3
765,Coder 2,Screening,3
766,Coder 1,Screening,3
767,Coder 1,Screening,3
768,Coder 1,Trial 1,3
768,Coder 2,Trial 1,3
769,Coder 2,Screening,3
770,Coder 2,Screening,3
771,Coder 1,Screening,3
772,Coder 2,Screening,3
773,Coder 1,Screening,3
774,Coder 2,Screening,3
775,Coder 2,Screening,2
776,Coder 1,Trial 2,3
776,Coder 2,Trial 2,3
777,Coder 2,Screening,3
778,Coder 1,Trial 2,3
778,Coder 2,Trial 2,3
779,Coder 2,Screening,3
780,Coder 2,Screening,3
781,Coder 1,Trial 3,3
781,Coder 2,Trial 3,3
782,Coder 1,Screening,3
783,Coder 1,Trial 3,1
783,Coder 2,Trial 3,3
784,Coder 2,Screening,3
785,Coder 1,Screening,3
786,Coder 1,Screening,2
787,Coder 2,Screening,3
788,Coder 1,Screening,3
789,Coder 1,Trial 2,1
789,Coder 2,Trial 2,1
790,Coder 1,Screening,3
791,Coder 2,Screening,3
792,Coder 2,Screening,3
793,Coder 1,Screening,3
794,Coder 1,Trial 3,3
794,Coder 2,Trial 3,3
795,Coder 1,Screening,3
796,Coder 2,Screening,3
797,Coder 2,Screening,3
798,Coder 1,Screening,3
799,Coder 1,Screening,3
800,Coder 1,Screening,3
801,Coder 2,Screening,3
802,Coder 1,Screening,3
803,Coder 2,Screening,2
804,Coder 1,Screening,3
805,Coder 1,Screening,3
806,Coder 1,Screening,4
807,Coder 1,Screening,3
808,Coder 1,Screening,3
809,Coder 1,Screening,3
810,Coder 1,Screening,3
811,Coder 1,Screening,3
812,Coder 2,Screening,3
813,Coder 1,Screening,1
814,Coder 1,Screening,3
815,Coder 1,Screening,3
816,Coder 1,Screening,3
817,Coder 1,Screening,3
818,Coder 1,Screening,2
819,Coder 2,Screening,3
820,Coder 2,Screening,3
821,Coder 1,Screening,3
822,Coder 1,Screening,3
823,Coder 1,Screening,2
824,Coder 1,Screening,3
825,Coder 1,Trial 2,3
825,Coder 2,Trial 2,3
826,Coder 1,Screening,3
827,Coder 1,Screening,3
828,Coder 2,Screening,3
829,Coder 2,Screening,2
830,Coder 1,Trial 2,1
830,Coder 2,Trial 2,2
831,Coder 1,Trial 3,3
831,Coder 2,Trial 3,3
832,Coder 2,Screening,3
833,Coder 2,Screening,3
834,Coder 1,Trial 3,3
834,Coder 2,Trial 3,3
835,Coder 2,Screening,3
836,Coder 2,Screening,3
837,Coder 2,Screening,3
838,Coder 1,Screening,3
839,Coder 2,Screening,3
840,Coder 2,Screening,3
841,Coder 1,Screening,1
842,Coder 1,Screening,3
843,Coder 1,Trial 1,3
843,Coder 2,Trial 1,3
844,Coder 2,Screening,3
845,Coder 2,Screening,3
846,Coder 1,Trial 2,3
846,Coder 2,Trial 2,3
847,Coder 2,Screening,3
848,Coder 2,Screening,3
849,Coder 1,Screening,3
850,Coder 1,Screening,3
851,Coder 1,Trial 3,3
851,Coder 2,Trial 3,3
852,Coder 2,Screening,3
853,Coder 2,Screening,3
854,Coder 1,Screening,3
855,Coder 2,Screening,3
856,Coder 2,Screening,1
857,Coder 2,Screening,3
858,Coder 2,Screening,3
859,Coder 1,Screening,3
860,Coder 1,Screening,3
861,Coder 2,Screening,3
862,Coder 2,Screening,3
863,Coder 2,Screening,3
864,Coder 1,Trial 2,3
864,Coder 2,Trial 2,3
865,Coder 1,Screening,3
866,Coder 1,Screening,3
867,Coder 1,Screening,4
868,Coder 1,Screening,3
869,Coder 1,Trial 3,3
869,Coder 2,Trial 3,3
870,Coder 1,Screening,3
871,Coder 2,Screening,3
872,Coder 1,Screening,3
873,Coder 1,Screening,3
874,Coder 1,Screening,2
875,Coder 1,Trial 1,3
875,Coder 2,Trial 1,3
876,Coder 1,Screening,3
877,Coder 1,Trial 1,3
877,Coder 2,Trial 1,3
878,Coder 2,Screening,3
879,Coder 2,Screening,3
880,Coder 1,Screening,3
881,Coder 1,Screening,3
882,Coder 2,Screening,3
883,Coder 2,Screening,3
884,Coder 1,Trial 1,3
884,Coder 2,Trial 1,3
885,Coder 2,Screening,2
886,Coder 2,Screening,3
887,Coder 2,Screening,3
888,Coder 1,Screening,3
889,Coder 2,Screening,3
890,Coder 1,Screening,3
891,Coder 2,Screening,3
892,Coder 2,Screening,3
893,Coder 1,Trial 2,2
893,Coder 2,Trial 2,2
894,Coder 1,Screening,1
895,Coder 1,Screening,3
896,Coder 2,Screening,3
897,Coder 1,Screening,3
898,Coder 1,Trial 3,3
898,Coder 2,Trial 3,3
899,Coder 2,Screening,3
900,Coder 1,Screening,3
901,Coder 1,Screening,3
902,Coder 1,Screening,3
903,Coder 1,Screening,3
904,Coder 1,Screening,3
905,Coder 1,Screening,3
906,Coder 2,Screening,3
907,Coder 1,Screening,3
908,Coder 1,Screening,3
909,Coder 2,Screening,3
910,Coder 2,Screening,2
911,Coder 1,Screening,3
912,Coder 1,Screening,3
913,Coder 1,Trial 1,3
913,Coder 2,Trial 1,2
914,Coder 2,Screening,3
915,Coder 1,Screening,3
916,Coder 2,Screening,3
917,Coder 1,Screening,3
918,Coder 1,Screening,3
919,Coder 2,Screening,3
920,Coder 2,Screening,1
921,Coder 2,Screening,3
922,Coder 1,Screening,3
923,Coder 1,Screening,3
924,Coder 1,Screening,3
925,Coder 2,Screening,3
926,Coder 2,Screening,3
927,Coder 1,Trial 1,3
927,Coder 2,Trial 1,3
928,Coder 2,Screening,3
929,Coder 1,Screening,3
930,Coder 2,Screening,3
931,Coder 1,Screening,3
932,Coder 1,Screening,3
933,Coder 1,Screening,1
934,Coder 1,Trial 2,3
934,Coder 2,Trial 2,3
935,Coder 2,Screening,3
936,Coder 2,Screening,3
937,Coder 1,Trial 1,3
937,Coder 2,Trial 1,3
938,Coder 2,Screening,3
939,Coder 2,Screening,1
940,Coder 1,Trial 3,3
940,Coder 2,Trial 3,3
941,Coder 1,Screening,3
942,Coder 1,Screening,3
943,Coder 2,Screening,3
944,Coder 1,Screening,3
945,Coder 1,Trial 1,3
945,Coder 2,Trial 1,3
946,Coder 2,Screening,3
947,Coder 1,Trial 2,3
947,Coder 2,Trial 2,3
948,Coder 1,Screening,3
949,Coder 2,Screening,3
950,Coder 1,Trial 2,3
950,Coder 2,Trial 2,3
951,Coder 2,Screening,3
952,Coder 1,Screening,3
953,Coder 2,Screening,3
954,Coder 1,Trial 3,3
954,Coder 2,Trial 3,3
955,Coder 2,Screening,3
956,Coder 1,Trial 3,1
956,Coder 2,Trial 3,1
957,Coder 2,Screening,3
958,Coder 2,Screening,3
959,Coder 1,Screening,3
960,Coder 1,Screening,3
961,Coder 1,Screening,3
962,Coder 2,Screening,3
963,Coder 2,Screening,3
964,Coder 2,Screening,3
965,Coder 1,Screening,2
966,Coder 2,Screening,3
967,Coder 1,Screening,3
968,Coder 1,Trial 1,3
968,Coder 2,Trial 1,3
969,Coder 1,Trial 1,3
969,Coder 2,Trial 1,3
970,Coder 2,Screening,3
971,Coder 1,Screening,3
972,Coder 1,Screening,3
973,Coder 1,Screening,3
974,Coder 2,Screening,3
975,Coder 2,Screening,3
976,Coder 1,Screening,3
977,Coder 1,Screening,3
978,Coder 2,Screening,3
979,Coder 1,Screening,3
980,Coder 2,Screening,3
981,Coder 2,Screening,3
982,Coder 1,Screening,3
983,Coder 2,Screening,3
984,Coder 1,Screening,3
985,Coder 2,Screening,3
986,Coder 2,Screening,3
987,Coder 2,Screening,3
988,Coder 2,Screening,3
989,Coder 2,Screening,3
990,Coder 1,Screening,3
991,Coder 2,Screening,3
992,Coder 1,Screening,3
993,Coder 2,Screening,3
994,Coder 2,Screening,3
995,Coder 1,Screening,3
996,Coder 2,Screening,2
997,Coder 1,Trial 1,3
997,Coder 2,Trial 1,3
998,Coder 1,Screening,3
999,Coder 1,Screening,3
1000,Coder 1,Screening,3
1001,Coder 2,Screening,3
1002,Coder 1,Screening,3
1003,Coder 2,Screening,3
1004,Coder 2,Screening,3
1005,Coder 1,Screening,3
1006,Coder 1,Screening,3
1007,Coder 2,Screening,3
1008,Coder 1,Screening,3
1009,Coder 1,Screening,3
1010,Coder 1,Screening,3
1011,Coder 2,Screening,3
1012,Coder 2,Screening,3
1013,Coder 2,Screening,3
1014,Coder 2,Screening,3
1015,Coder 1,Screening,3
1016,Coder 1,Screening,3
1017,Coder 1,Screening,3
1018,Coder 2,Screening,3
1019,Coder 2,Screening,3
1020,Coder 1,Screening,1
1021,Coder 2,Screening,3
1022,Coder 2,Screening,2
1023,Coder 2,Screening,3
1024,Coder 1,Screening,4
1025,Coder 2,Screening,3
1026,Coder 2,Screening,3
1027,Coder 1,Trial 1,3
1027,Coder 2,Trial 1,3
1028,Coder 2,Screening,3
1029,Coder 1,Screening,3
1030,Coder 1,Screening,3
1031,Coder 2,Screening,3
1032,Coder 2,Screening,3
1033,Coder 2,Screening,3
1034,Coder 2,Screening,3
1035,Coder 2,Screening,3
1036,Coder 2,Screening,3
1037,Coder 2,Screening,3
1038,Coder 1,Screening,3
1039,Coder 1,Screening,3
1040,Coder 1,Screening,3
1041,Coder 1,Trial 2,3
1041,Coder 2,Trial 2,3
1042,Coder 1,Trial 1,2
1042,Coder 2,Trial 1,1
1043,Coder 2,Screening,3
1044,Coder 2,Screening,3
1045,Coder 1,Screening,1
1046,Coder 1,Trial 3,3
1046,Coder 2,Trial 3,3
1047,Coder 1,Trial 1,3
1047,Coder 2,Trial 1,3
1048,Coder 1,Screening,3
1049,Coder 1,Screening,3
1050,Coder 2,Screening,3
1051,Coder 1,Screening,3
1052,Coder 2,Screening,3
1053,Coder 1,Screening,3
1054,Coder 1,Screening,3
1055,Coder 1,Screening,3
1056,Coder 1,Screening,3
1057,Coder 1,Screening,2
1058,Coder 2,Screening,3
1059,Coder 2,Screening,2
1060,Coder 2,Screening,3
1061,Coder 1,Screening,3
1062,Coder 1,Screening,3
1063,Coder 2,Screening,3
1064,Coder 2,Screening,3
1065,Coder 1,Screening,3
1066,Coder 2,Screening,3
1067,Coder 2,Screening,3
1068,Coder 1,Screening,3
1069,Coder 1,Screening,3
1070,Coder 2,Screening,2
1071,Coder 1,Trial 1,3
1071,Coder 2,Trial 1,3
1072,Coder 1,Trial 1,3
1072,Coder 2,Trial 1,3
1073,Coder 2,Screening,3
1074,Coder 1,Screening,3
1075,Coder 1,Screening,3
1076,Coder 2,Screening,3
1077,Coder 1,Screening,3
1078,Coder 1,Screening,3
1079,Coder 2,Screening,3
1080,Coder 2,Screening,3
1081,Coder 1,Screening,3
1082,Coder 2,Screening,3
1083,Coder 2,Screening,2
1084,Coder 1,Screening,3
1085,Coder 2,Screening,3
1086,Coder 1,Screening,3
1087,Coder 1,Screening,3
1088,Coder 2,Screening,3
1089,Coder 1,Screening,3
1090,Coder 2,Screening,3
1091,Coder 2,Screening,3
1092,Coder 1,Screening,3
1093,Coder 1,Screening,3
1094,Coder 1,Screening,3
1095,Coder 2,Screening,3
1096,Coder 1,Screening,3
1097,Coder 2,Screening,3
1098,Coder 1,Screening,3
1099,Coder 2,Screening,3
1100,Coder 1,Screening,3
1101,Coder 1,Screening,1
1102,Coder 2,Screening,3
1103,Coder 2,Screening,3
1104,Coder 2,Screening,3
1105,Coder 2,Screening,3
1106,Coder 2,Screening,3
1107,Coder 1,Screening,3
1108,Coder 1,Screening,3
1109,Coder 1,Screening,3
1110,Coder 2,Screening,3
1111,Coder 1,Screening,3
1112,Coder 1,Screening,1
1113,Coder 2,Screening,3
1114,Coder 2,Screening,1
1115,Coder 2,Screening,2
1116,Coder 1,Screening,3
1117,Coder 2,Screening,3
1118,Coder 1,Trial 2,3
1118,Coder 2,Trial 2,3
1119,Coder 1,Trial 3,3
1119,Coder 2,Trial 3,3
1120,Coder 1,Screening,3
1121,Coder 1,Trial 2,3
1121,Coder 2,Trial 2,3
1122,Coder 1,Screening,3
1123,Coder 1,Trial 3,3
1123,Coder 2,Trial 3,3
1124,Coder 1,Screening,3
1125,Coder 1,Screening,3
1126,Coder 1,Trial 2,3
1126,Coder 2,Trial 2,3
1127,Coder 2,Screening,3
1128,Coder 1,Screening,3
1129,Coder 1,Trial 3,3
1129,Coder 2,Trial 3,3
1130,Coder 2,Screening,3
1131,Coder 2,Screening,3
1132,Coder 2,Screening,3
1133,Coder 1,Trial 1,3
1133,Coder 2,Trial 1,3
1134,Coder 2,Screening,3
1135,Coder 1,Screening,3
1136,Coder 2,Screening,3
1137,Coder 2,Screening,3
1138,Coder 1,Screening,3
1139,Coder 1,Screening,3
1140,Coder 2,Screening,3
1141,Coder 1,Screening,3
1142,Coder 2,Screening,3
1143,Coder 1,Screening,3
1144,Coder 1,Screening,3
1145,Coder 1,Screening,3
1146,Coder 1,Screening,3
1147,Coder 2,Screening,3
1148,Coder 2,Screening,3
1149,Coder 1,Trial 2,3
1149,Coder 2,Trial 2,3
1150,Coder 1,Screening,3
1151,Coder 1,Screening,3
1152,Coder 1,Trial 3,3
1152,Coder 2,Trial 3,3
1153,Coder 2,Screening,3
1154,Coder 2,Screening,3
1155,Coder 1,Screening,3
1156,Coder 1,Screening,2
1157,Coder 2,Screening,2
1158,Coder 1,Screening,3
1159,Coder 2,Screening,3
1160,Coder 1,Screening,3
1161,Coder 2,Screening,1
1162,Coder 1,Screening,3
1163,Coder 2,Screening,1
1164,Coder 2,Screening,3
1165,Coder 1,Screening,3
1166,Coder 1,Trial 1,3
1166,Coder 2,Trial 1,3
1167,Coder 2,Screening,3
1168,Coder 2,Screening,3
1169,Coder 2,Screening,3
1170,Coder 2,Screening,1
1171,Coder 2,Screening,3
1172,Coder 2,Screening,3
1173,Coder 2,Screening,3
1174,Coder 1,Screening,3
1175,Coder 2,Screening,3
1176,Coder 2,Screening,3
1177,Coder 1,Screening,3
1178,Coder 1,Screening,3
1179,Coder 1,Screening,3
1180,Coder 1,Screening,2
1181,Coder 1,Trial 2,3
1181,Coder 2,Trial 2,3
1182,Coder 2,Screening,3
1183,Coder 1,Trial 3,3
1183,Coder 2,Trial 3,3
1184,Coder 1,Screening,3
1185,Coder 2,Screening,3
1186,Coder 1,Screening,3
1187,Coder 1,Screening,3
1188,Coder 2,Screening,3
1189,Coder 1,Screening,3
1190,Coder 2,Screening,3
1191,Coder 1,Screening,3
1192,Coder 2,Screening,3
1193,Coder 2,Screening,3
1194,Coder 2,Screening,3
1195,Coder 1,Screening,3
1196,Coder 2,Screening,3
1197,Coder 1,Trial 2,3
1197,Coder 2,Trial 2,3
1198,Coder 1,Screening,3
1199,Coder 1,Trial 2,3
1199,Coder 2,Trial 2,3
1200,Coder 2,Screening,3
1201,Coder 1,Trial 3,3
1201,Coder 2,Trial 3,3
1202,Coder 2,Screening,3
1203,Coder 2,Screening,3
1204,Coder 1,Trial 3,3
1204,Coder 2,Trial 3,3
1205,Coder 2,Screening,3
1206,Coder 2,Screening,3
1207,Coder 1,Screening,3
1208,Coder 2,Screening,3
1209,Coder 1,Trial 1,3
1209,Coder 2,Trial 1,3
1210,Coder 1,Screening,3
1211,Coder 1,Screening,3
1212,Coder 1,Screening,3
1213,Coder 1,Screening,3
1214,Coder 2,Screening,3
1215,Coder 2,Screening,3
1216,Coder 1,Trial 2,3
1216,Coder 2,Trial 2,3
1217,Coder 1,Screening,2
1218,Coder 1,Screening,3
1219,Coder 1,Screening,3
1220,Coder 1,Trial 3,1
1220,Coder 2,Trial 3,1
1221,Coder 1,Screening,2
1222,Coder 2,Screening,3
1223,Coder 2,Screening,3
1224,Coder 1,Screening,3
1225,Coder 1,Screening,3
1226,Coder 1,Screening,3
1227,Coder 1,Screening,3
1228,Coder 1,Screening,3
1229,Coder 2,Screening,3
1230,Coder 2,Screening,3
1231,Coder 2,Screening,3
1232,Coder 1,Screening,3
1233,Coder 2,Screening,3
1234,Coder 1,Trial 1,3
1234,Coder 2,Trial 1,3
1235,Coder 2,Screening,3
1236,Coder 1,Screening,3
1237,Coder 1,Screening,3
1238,Coder 2,Screening,3
1239,Coder 1,Screening,3
1240,Coder 2,Screening,3
1241,Coder 1,Screening,3
1242,Coder 1,Trial 1,2
1242,Coder 2,Trial 1,3
1243,Coder 1,Screening,2
1244,Coder 2,Screening,3
1245,Coder 1,Trial 1,3
1245,Coder 2,Trial 1,3
1246,Coder 1,Screening,3
1247,Coder 1,Screening,3
1248,Coder 1,Screening,1
1249,Coder 1,Screening,3
1250,Coder 1,Screening,3
1251,Coder 1,Screening,3
1252,Coder 1,Screening,3
1253,Coder 2,Screening,3
1254,Coder 2,Screening,3
1255,Coder 1,Screening,3
1256,Coder 1,Screening,3
1257,Coder 1,Screening,3
1258,Coder 1,Trial 1,3
1258,Coder 2,Trial 1,3
1259,Coder 1,Screening,3
1260,Coder 2,Screening,3
1261,Coder 2,Screening,3
1262,Coder 1,Screening,3
1263,Coder 1,Screening,3
1264,Coder 1,Trial 1,3
1264,Coder 2,Trial 1,3
1265,Coder 1,Screening,3
1266,Coder 1,Trial 2,3
1266,Coder 2,Trial 2,3
1267,Coder 1,Screening,3
1268,Coder 2,Screening,3
1269,Coder 1,Trial 3,3
1269,Coder 2,Trial 3,3
1270,Coder 2,Screening,3
1271,Coder 2,Screening,3
1272,Coder 1,Screening,1
1273,Coder 1,Trial 2,3
1273,Coder 2,Trial 2,3
1274,Coder 2,Screening,3
1275,Coder 1,Screening,3
1276,Coder 2,Screening,3
1277,Coder 1,Trial 3,3
1277,Coder 2,Trial 3,3
1278,Coder 1,Screening,3
1279,Coder 1,Screening,3
1280,Coder 1,Screening,3
1281,Coder 2,Screening,3
1282,Coder 2,Screening,3
1283,Coder 1,Screening,2
1284,Coder 1,Trial 1,3
1284,Coder 2,Trial 1,3
1285,Coder 1,Screening,3
1286,Coder 1,Screening,3
1287,Coder 2,Screening,3
1288,Coder 1,Screening,3
1289,Coder 1,Screening,3
1290,Coder 1,Trial 2,3
1290,Coder 2,Trial 2,3
1291,Coder 1,Screening,3
1292,Coder 1,Screening,3
1293,Coder 1,Trial 2,3
1293,Coder 2,Trial 2,3
1294,Coder 1,Trial 3,4
1294,Coder 2,Trial 3,4
1295,Coder 1,Screening,3
1296,Coder 1,Screening,3
1297,Coder 2,Screening,3
1298,Coder 1,Trial 3,3
1298,Coder 2,Trial 3,3
1299,Coder 1,Screening,3
1300,Coder 1,Screening,3
1301,Coder 1,Trial 2,4
1301,Coder 2,Trial 2,4
1302,Coder 2,Screening,3
1303,Coder 2,Screening,3
1304,Coder 1,Screening,3
1305,Coder 1,Trial 3,2
1305,Coder 2,Trial 3,3
1306,Coder 1,Screening,3
1307,Coder 2,Screening,3
1308,Coder 2,Screening,3
1309,Coder 1,Screening,3
1310,Coder 2,Screening,3
1311,Coder 2,Screening,3
1312,Coder 1,Screening,3
1313,Coder 1,Screening,3
1314,Coder 2,Screening,3
1315,Coder 1,Screening,3
1316,Coder 1,Screening,3
1317,Coder 1,Screening,3
1318,Coder 1,Trial 1,3
1318,Coder 2,Trial 1,3
1319,Coder 2,Screening,3
1320,Coder 2,Screening,2
1321,Coder 2,Screening,3
1322,Coder 2,Screening,3
1323,Coder 1,Screening,3
1324,Coder 2,Screening,3
1325,Coder 1,Screening,3
1326,Coder 2,Screening,3
1327,Coder 2,Screening,3
1328,Coder 1,Trial 1,3
1328,Coder 2,Trial 1,3
1329,Coder 1,Screening,3
1330,Coder 2,Screening,3
1331,Coder 1,Screening,3
1332,Coder 1,Screening,3
1333,Coder 1,Screening,3
1334,Coder 1,Screening,3
1335,Coder 1,Screening,3
1336,Coder 1,Screening,1
1337,Coder 2,Screening,3
1338,Coder 1,Screening,1
1339,Coder 2,Screening,3
1340,Coder 2,Screening,4
1341,Coder 2,Screening,3
1342,Coder 2,Screening,3
1343,Coder 1,Screening,3
1344,Coder 1,Screening,1
1345,Coder 2,Screening,3
1346,Coder 2,Screening,3
1347,Coder 1,Trial 2,3
1347,Coder 2,Trial 2,3
1348,Coder 2,Screening,3
1349,Coder 1,Screening,3
1350,Coder 2,Screening,3
1351,Coder 1,Screening,3
1352,Coder 1,Trial 3,3
1352,Coder 2,Trial 3,3
1353,Coder 2,Screening,3
1354,Coder 1,Screening,3
1355,Coder 1,Screening,1
1356,Coder 1,Screening,3
1357,Coder 2,Screening,3
1358,Coder 2,Screening,3
1359,Coder 2,Screening,2
1360,Coder 1,Screening,3
1361,Coder 1,Trial 2,3
1361,Coder 2,Trial 2,3
1362,Coder 1,Screening,3
1363,Coder 2,Screening,3
1364,Coder 1,Trial 3,3
1364,Coder 2,Trial 3,3
1365,Coder 1,Screening,3
1366,Coder 1,Screening,3
1367,Coder 1,Screening,2
1368,Coder 2,Screening,2
1369,Coder 2,Screening,3
1370,Coder 2,Screening,3
1371,Coder 2,Screening,3
1372,Coder 1,Screening,3
1373,Coder 2,Screening,3
1374,Coder 1,Screening,3
1375,Coder 1,Screening,3
1376,Coder 2,Screening,2
1377,Coder 2,Screening,3
1378,Coder 2,Screening,3
1379,Coder 2,Screening,3
1380,Coder 2,Screening,3
1381,Coder 2,Screening,3
1382,Coder 2,Screening,3
1383,Coder 2,Screening,3
1384,Coder 1,Screening,3
1385,Coder 1,Screening,3
1386,Coder 2,Screening,1
1387,Coder 1,Trial 1,3
1387,Coder 2,Trial 1,3
1388,Coder 1,Screening,3
1389,Coder 2,Screening,3
1390,Coder 1,Screening,3
1391,Coder 2,Screening,3
1392,Coder 2,Screening,3
1393,Coder 2,Screening,3
1394,Coder 2,Screening,3
1395,Coder 2,Screening,2
1396,Coder 2,Screening,3
1397,Coder 2,Screening,3
1398,Coder 2,Screening,3
1399,Coder 1,Screening,3
1400,Coder 2,Screening,3
1401,Coder 1,Screening,3
1402,Coder 1,Screening,3
1403,Coder 2,Screening,3
1404,Coder 2,Screening,1
1405,Coder 2,Screening,3
1406,Coder 2,Screening,3
1407,Coder 2,Screening,2
1408,Coder 1,Screening,3
1409,Coder 1,Screening,3
1410,Coder 1,Screening,3
1411,Coder 2,Screening,1
1412,Coder 1,Screening,1
1413,Coder 1,Trial 2,3
1413,Coder 2,Trial 2,3
1414,Coder 2,Screening,3
1415,Coder 2,Screening,3
1416,Coder 1,Trial 3,3
1416,Coder 2,Trial 3,3
1417,Coder 2,Screening,3
1418,Coder 2,Screening,3
1419,Coder 1,Screening,3
1420,Coder 1,Screening,3
1421,Coder 2,Screening,3
1422,Coder 1,Screening,3
1423,Coder 1,Screening,3
1424,Coder 2,Screening,3
1425,Coder 1,Screening,3
1426,Coder 2,Screening,3
1427,Coder 1,Trial 2,3
1427,Coder 2,Trial 2,3
1428,Coder 2,Screening,3
1429,Coder 1,Trial 2,3
1429,Coder 2,Trial 2,3
1430,Coder 1,Screening,3
1431,Coder 1,Screening,3
1432,Coder 1,Screening,3
1433,Coder 1,Trial 3,3
1433,Coder 2,Trial 3,3
1434,Coder 1,Trial 1,3
1434,Coder 2,Trial 1,3
1435,Coder 2,Screening,3
1436,Coder 1,Screening,3
1437,Coder 1,Screening,3
1438,Coder 2,Screening,3
1439,Coder 2,Screening,3
1440,Coder 1,Screening,3
1441,Coder 2,Screening,3
1442,Coder 1,Screening,3
1443,Coder 2,Screening,3
1444,Coder 2,Screening,3
1445,Coder 1,Trial 2,3
1445,Coder 2,Trial 2,3
1446,Coder 2,Screening,3
1447,Coder 1,Screening,3
1448,Coder 1,Trial 3,3
1448,Coder 2,Trial 3,3
